id_lectura,sensor_id,humedad_suelo,temperatura_suelo,conductividad_electrica,timestamp
6978,13,11.12,22.9,0.775,2026-03-24 06:00:00
6979,13,10.0,25.9,0.826,2026-03-24 12:00:00
6980,13,12.5,25.5,0.897,2026-03-24 18:00:00
6981,17,55.83,21.6,1.173,2026-03-24 00:00:00
6982,17,52.44,22.8,1.181,2026-03-24 06:00:00
6983,17,50.77,26.9,1.154,2026-03-24 12:00:00
6984,17,53.83,25.7,1.113,2026-03-24 18:00:00
6985,20,51.31,22.7,1.203,2026-03-24 00:00:00
6986,20,49.22,23.4,1.107,2026-03-24 06:00:00
6987,20,48.3,26.5,1.095,2026-03-24 12:00:00
6988,20,48.02,25.4,1.142,2026-03-24 18:00:00
6989,23,40.57,22.2,0.991,2026-03-24 00:00:00
6990,23,39.99,22.9,0.997,2026-03-24 06:00:00
6991,23,37.88,25.8,1.053,2026-03-24 12:00:00
6992,23,39.21,24.6,1.023,2026-03-24 18:00:00
6993,25,12.42,22.8,0.926,2026-03-24 00:00:00
6994,25,10.2,23.2,0.85,2026-03-24 06:00:00
6995,25,10.0,26.7,0.816,2026-03-24 12:00:00
6996,25,10.0,26.4,0.944,2026-03-24 18:00:00
6997,29,57.8,21.8,1.136,2026-03-24 00:00:00
6998,29,54.79,23.1,1.254,2026-03-24 06:00:00
6999,29,53.08,26.2,1.061,2026-03-24 12:00:00
7000,29,56.56,24.7,1.173,2026-03-24 18:00:00
7001,1,41.43,24.2,1.042,2026-03-25 00:00:00
7002,1,38.31,25.5,0.904,2026-03-25 06:00:00
7003,1,36.0,29.8,1.005,2026-03-25 12:00:00
7004,1,39.94,27.5,1.022,2026-03-25 18:00:00
7005,5,50.25,23.7,1.13,2026-03-25 00:00:00
7006,5,49.29,26.2,1.094,2026-03-25 06:00:00
7007,5,46.01,29.0,1.08,2026-03-25 12:00:00
7008,5,49.37,27.7,1.121,2026-03-25 18:00:00
7009,7,55.98,23.6,1.078,2026-03-25 00:00:00
7010,7,54.54,24.4,1.111,2026-03-25 06:00:00
7011,7,51.39,27.9,1.077,2026-03-25 12:00:00
7012,7,55.97,26.6,1.097,2026-03-25 18:00:00
7013,10,39.81,24.3,1.076,2026-03-25 00:00:00
7014,10,38.83,24.6,1.072,2026-03-25 06:00:00
7015,10,35.17,28.7,0.976,2026-03-25 12:00:00
7016,10,38.91,26.3,1.061,2026-03-25 18:00:00
7017,13,12.01,23.2,0.947,2026-03-25 00:00:00
7018,13,10.37,24.7,0.931,2026-03-25 06:00:00
7019,13,10.0,28.3,0.868,2026-03-25 12:00:00
7020,13,10.78,26.9,0.836,2026-03-25 18:00:00
7021,17,55.74,24.8,1.098,2026-03-25 00:00:00
7022,17,55.91,25.1,1.134,2026-03-25 06:00:00
7023,17,52.53,29.1,1.107,2026-03-25 12:00:00
7024,17,53.0,27.5,1.072,2026-03-25 18:00:00
7025,20,50.63,25.5,1.112,2026-03-25 00:00:00
7026,20,49.37,26.4,1.063,2026-03-25 06:00:00
7027,20,45.84,28.7,1.147,2026-03-25 12:00:00
7028,20,50.22,27.9,1.147,2026-03-25 18:00:00
7029,23,40.94,24.5,1.038,2026-03-25 00:00:00
7030,23,40.68,25.4,0.991,2026-03-25 06:00:00
7031,23,38.49,29.1,1.032,2026-03-25 12:00:00
7032,23,40.92,28.4,0.986,2026-03-25 18:00:00
7033,25,11.92,23.6,0.843,2026-03-25 00:00:00
7034,25,10.62,24.8,0.944,2026-03-25 06:00:00
7035,25,10.0,28.1,0.746,2026-03-25 12:00:00
7036,25,11.49,27.1,0.935,2026-03-25 18:00:00
7037,29,58.88,22.8,1.102,2026-03-25 00:00:00
7038,29,56.8,24.0,1.18,2026-03-25 06:00:00
7039,29,53.63,27.4,1.048,2026-03-25 12:00:00
7040,29,57.61,25.2,1.074,2026-03-25 18:00:00
7041,1,39.31,18.9,1.054,2026-03-26 00:00:00
7042,1,38.11,20.4,1.05,2026-03-26 06:00:00
7043,1,35.89,22.6,1.09,2026-03-26 12:00:00
7044,1,38.14,22.2,0.933,2026-03-26 18:00:00
7045,5,51.65,20.5,1.136,2026-03-26 00:00:00
7046,5,50.11,21.5,1.092,2026-03-26 06:00:00
7047,5,49.35,25.6,1.104,2026-03-26 12:00:00
7048,5,50.93,23.7,1.175,2026-03-26 18:00:00
7049,7,55.57,19.8,1.167,2026-03-26 00:00:00
7050,7,54.57,20.6,1.099,2026-03-26 06:00:00
7051,7,51.96,23.8,1.115,2026-03-26 12:00:00
7052,7,54.16,22.3,1.129,2026-03-26 18:00:00
7053,10,39.45,21.3,1.02,2026-03-26 00:00:00
7054,10,36.24,23.8,1.025,2026-03-26 06:00:00
7055,10,36.48,24.7,0.946,2026-03-26 12:00:00
7056,10,38.83,24.1,1.068,2026-03-26 18:00:00
7057,13,11.97,19.7,0.913,2026-03-26 00:00:00
7058,13,10.0,21.6,0.789,2026-03-26 06:00:00
7059,13,10.0,25.3,0.843,2026-03-26 12:00:00
7060,13,12.75,24.3,0.888,2026-03-26 18:00:00
7061,17,55.96,19.6,1.066,2026-03-26 00:00:00
7062,17,56.78,21.6,1.128,2026-03-26 06:00:00
7063,17,53.89,24.6,1.152,2026-03-26 12:00:00
7064,17,55.44,23.7,1.116,2026-03-26 18:00:00
7065,20,50.18,18.8,1.108,2026-03-26 00:00:00
7066,20,49.82,20.5,1.097,2026-03-26 06:00:00
7067,20,49.94,24.0,1.081,2026-03-26 12:00:00
7068,20,50.51,23.0,1.101,2026-03-26 18:00:00
7069,23,44.16,20.7,1.016,2026-03-26 00:00:00
7070,23,41.13,20.5,1.054,2026-03-26 06:00:00
7071,23,40.44,24.4,1.05,2026-03-26 12:00:00
7072,23,42.67,24.1,1.12,2026-03-26 18:00:00
7073,25,12.49,18.9,0.911,2026-03-26 00:00:00
7074,25,10.0,20.6,0.894,2026-03-26 06:00:00
7075,25,10.0,22.8,0.919,2026-03-26 12:00:00
7076,25,10.58,21.5,0.895,2026-03-26 18:00:00
7077,29,56.82,20.9,1.162,2026-03-26 00:00:00
7078,29,54.14,20.8,1.13,2026-03-26 06:00:00
7079,29,51.95,24.8,1.096,2026-03-26 12:00:00
7080,29,52.47,23.0,1.161,2026-03-26 18:00:00
7081,1,39.63,22.7,1.087,2026-03-27 00:00:00
7082,1,39.66,23.3,1.007,2026-03-27 06:00:00
7083,1,36.05,26.5,0.981,2026-03-27 12:00:00
7084,1,38.2,25.7,0.988,2026-03-27 18:00:00
7085,5,49.35,23.2,1.076,2026-03-27 00:00:00
7086,5,49.91,24.4,1.12,2026-03-27 06:00:00
7087,5,47.23,27.5,1.071,2026-03-27 12:00:00
7088,5,49.39,26.6,1.025,2026-03-27 18:00:00
7089,7,56.18,21.7,1.206,2026-03-27 00:00:00
7090,7,55.0,23.4,1.081,2026-03-27 06:00:00
7091,7,53.44,27.3,1.075,2026-03-27 12:00:00
7092,7,55.04,25.2,1.06,2026-03-27 18:00:00
7093,10,41.02,21.7,0.991,2026-03-27 00:00:00
7094,10,38.33,24.4,1.052,2026-03-27 06:00:00
7095,10,36.08,28.4,0.981,2026-03-27 12:00:00
7096,10,38.65,25.5,1.023,2026-03-27 18:00:00
7097,13,11.93,23.6,0.917,2026-03-27 00:00:00
7098,13,10.67,25.0,0.809,2026-03-27 06:00:00
7099,13,10.0,27.4,0.887,2026-03-27 12:00:00
7100,13,11.93,26.3,0.886,2026-03-27 18:00:00
7101,17,55.43,20.9,1.217,2026-03-27 00:00:00
7102,17,53.84,22.8,1.218,2026-03-27 06:00:00
7103,17,51.93,25.5,1.09,2026-03-27 12:00:00
7104,17,55.94,24.4,1.114,2026-03-27 18:00:00
7105,20,51.17,23.5,1.015,2026-03-27 00:00:00
7106,20,49.24,24.4,1.077,2026-03-27 06:00:00
7107,20,48.41,28.3,1.029,2026-03-27 12:00:00
7108,20,51.72,26.3,1.201,2026-03-27 18:00:00
7109,23,43.9,22.8,1.079,2026-03-27 00:00:00
7110,23,42.21,24.2,1.131,2026-03-27 06:00:00
7111,23,39.08,27.4,1.145,2026-03-27 12:00:00
7112,23,42.62,26.4,1.099,2026-03-27 18:00:00
7113,25,10.14,21.0,0.849,2026-03-27 00:00:00
7114,25,10.45,22.4,0.822,2026-03-27 06:00:00
7115,25,10.0,25.9,0.833,2026-03-27 12:00:00
7116,25,12.04,25.2,0.848,2026-03-27 18:00:00
7117,29,58.1,21.7,1.171,2026-03-27 00:00:00
7118,29,54.7,23.6,1.118,2026-03-27 06:00:00
7119,29,54.39,26.0,1.118,2026-03-27 12:00:00
7120,29,58.04,24.7,1.127,2026-03-27 18:00:00
7121,1,40.58,17.1,1.05,2026-03-28 00:00:00
7122,1,38.12,18.1,1.091,2026-03-28 06:00:00
7123,1,35.75,22.3,1.014,2026-03-28 12:00:00
7124,1,38.71,19.8,0.975,2026-03-28 18:00:00
7125,5,51.01,16.6,1.13,2026-03-28 00:00:00
7126,5,50.21,16.9,1.087,2026-03-28 06:00:00
7127,5,48.68,20.5,1.096,2026-03-28 12:00:00
7128,5,50.06,19.4,1.18,2026-03-28 18:00:00
7129,7,55.63,16.9,1.105,2026-03-28 00:00:00
7130,7,54.09,18.4,1.154,2026-03-28 06:00:00
7131,7,52.06,21.0,1.072,2026-03-28 12:00:00
7132,7,54.94,19.2,1.144,2026-03-28 18:00:00
7133,10,39.54,16.8,1.066,2026-03-28 00:00:00
7134,10,36.76,18.1,0.976,2026-03-28 06:00:00
7135,10,36.76,21.7,0.937,2026-03-28 12:00:00
7136,10,38.92,20.1,1.038,2026-03-28 18:00:00
7137,13,12.26,17.0,0.871,2026-03-28 00:00:00
7138,13,10.0,18.0,0.892,2026-03-28 06:00:00
7139,13,10.0,21.3,0.781,2026-03-28 12:00:00
7140,13,10.48,19.6,0.882,2026-03-28 18:00:00
7141,17,55.87,16.7,1.177,2026-03-28 00:00:00
7142,17,55.81,18.6,1.141,2026-03-28 06:00:00
7143,17,52.04,22.3,1.141,2026-03-28 12:00:00
7144,17,56.94,19.7,1.185,2026-03-28 18:00:00
7145,20,50.68,17.4,1.057,2026-03-28 00:00:00
7146,20,49.56,18.8,1.147,2026-03-28 06:00:00
7147,20,48.11,21.6,1.108,2026-03-28 12:00:00
7148,20,51.01,19.5,1.112,2026-03-28 18:00:00
7149,23,40.95,16.7,1.046,2026-03-28 00:00:00
7150,23,39.82,17.9,1.048,2026-03-28 06:00:00
7151,23,35.84,21.4,0.914,2026-03-28 12:00:00
7152,23,39.15,20.0,1.073,2026-03-28 18:00:00
7153,25,10.63,16.6,0.804,2026-03-28 00:00:00
7154,25,10.0,17.9,0.954,2026-03-28 06:00:00
7155,25,10.0,20.6,0.838,2026-03-28 12:00:00
7156,25,10.43,20.4,0.836,2026-03-28 18:00:00
7157,29,55.98,16.4,1.109,2026-03-28 00:00:00
7158,29,52.86,18.3,1.178,2026-03-28 06:00:00
7159,29,51.21,21.2,1.091,2026-03-28 12:00:00
7160,29,52.95,19.6,1.156,2026-03-28 18:00:00
7161,1,41.73,19.9,1.019,2026-03-29 00:00:00
7162,1,39.88,21.1,1.044,2026-03-29 06:00:00
7163,1,37.24,25.3,0.972,2026-03-29 12:00:00
7164,1,40.41,22.4,1.002,2026-03-29 18:00:00
7165,5,53.05,19.9,1.074,2026-03-29 00:00:00
7166,5,52.26,21.0,1.101,2026-03-29 06:00:00
7167,5,49.03,24.3,1.136,2026-03-29 12:00:00
7168,5,52.54,22.5,1.083,2026-03-29 18:00:00
7169,7,54.42,20.0,1.153,2026-03-29 00:00:00
7170,7,53.01,20.9,1.082,2026-03-29 06:00:00
7171,7,52.37,24.6,1.078,2026-03-29 12:00:00
7172,7,53.32,22.9,1.107,2026-03-29 18:00:00
7173,10,41.09,20.9,1.084,2026-03-29 00:00:00
7174,10,38.39,22.3,1.152,2026-03-29 06:00:00
7175,10,37.21,25.5,0.958,2026-03-29 12:00:00
7176,10,39.59,24.6,1.002,2026-03-29 18:00:00
7177,13,10.46,20.8,0.912,2026-03-29 00:00:00
7178,13,10.33,21.9,0.855,2026-03-29 06:00:00
7179,13,10.01,25.6,0.796,2026-03-29 12:00:00
7180,13,10.29,23.9,0.925,2026-03-29 18:00:00
7181,17,55.66,20.6,1.128,2026-03-29 00:00:00
7182,17,54.34,21.7,1.054,2026-03-29 06:00:00
7183,17,51.36,25.5,1.142,2026-03-29 12:00:00
7184,17,53.45,23.7,1.131,2026-03-29 18:00:00
7185,20,52.28,21.5,1.084,2026-03-29 00:00:00
7186,20,49.7,22.2,1.107,2026-03-29 06:00:00
7187,20,48.54,25.5,1.11,2026-03-29 12:00:00
7188,20,50.25,22.9,1.111,2026-03-29 18:00:00
7189,23,43.61,21.2,0.944,2026-03-29 00:00:00
7190,23,39.69,22.0,0.976,2026-03-29 06:00:00
7191,23,38.04,25.3,1.038,2026-03-29 12:00:00
7192,23,40.42,23.7,1.026,2026-03-29 18:00:00
7193,25,11.96,20.6,0.906,2026-03-29 00:00:00
7194,25,10.0,22.0,0.784,2026-03-29 06:00:00
7195,25,10.0,25.7,0.874,2026-03-29 12:00:00
7196,25,11.62,24.6,0.835,2026-03-29 18:00:00
7197,29,58.05,21.1,1.17,2026-03-29 00:00:00
7198,29,56.49,21.8,1.124,2026-03-29 06:00:00
7199,29,53.07,25.2,1.05,2026-03-29 12:00:00
7200,29,56.6,22.7,1.195,2026-03-29 18:00:00
7201,1,39.1,19.0,1.044,2026-03-30 00:00:00
7202,1,39.49,18.8,0.942,2026-03-30 06:00:00
7203,1,38.13,22.8,1.053,2026-03-30 12:00:00
7204,1,39.82,21.1,1.05,2026-03-30 18:00:00
7205,5,48.78,19.6,1.017,2026-03-30 00:00:00
7206,5,49.68,20.2,1.093,2026-03-30 06:00:00
7207,5,46.8,23.4,1.04,2026-03-30 12:00:00
7208,5,49.21,23.1,1.16,2026-03-30 18:00:00
7209,7,54.85,17.5,1.171,2026-03-30 00:00:00
7210,7,53.48,19.3,1.197,2026-03-30 06:00:00
7211,7,52.59,21.2,1.136,2026-03-30 12:00:00
7212,7,54.88,20.6,1.209,2026-03-30 18:00:00
7213,10,42.26,18.2,1.031,2026-03-30 00:00:00
7214,10,38.91,19.1,1.026,2026-03-30 06:00:00
7215,10,36.95,21.9,0.937,2026-03-30 12:00:00
7216,10,39.43,20.9,1.063,2026-03-30 18:00:00
7217,13,11.52,17.3,0.853,2026-03-30 00:00:00
7218,13,10.06,18.1,0.817,2026-03-30 06:00:00
7219,13,10.0,22.3,0.922,2026-03-30 12:00:00
7220,13,12.21,19.3,0.89,2026-03-30 18:00:00
7221,17,54.99,17.3,1.176,2026-03-30 00:00:00
7222,17,54.84,17.9,1.237,2026-03-30 06:00:00
7223,17,53.16,22.4,1.183,2026-03-30 12:00:00
7224,17,53.82,20.0,1.164,2026-03-30 18:00:00
7225,20,51.35,17.9,1.145,2026-03-30 00:00:00
7226,20,51.03,18.9,1.126,2026-03-30 06:00:00
7227,20,48.4,22.0,1.059,2026-03-30 12:00:00
7228,20,49.82,20.1,1.083,2026-03-30 18:00:00
7229,23,42.92,18.1,1.057,2026-03-30 00:00:00
7230,23,41.95,18.7,1.108,2026-03-30 06:00:00
7231,23,40.43,22.3,1.048,2026-03-30 12:00:00
7232,23,41.72,20.3,1.025,2026-03-30 18:00:00
7233,25,14.21,18.2,0.898,2026-03-30 00:00:00
7234,25,10.14,19.1,0.914,2026-03-30 06:00:00
7235,25,10.0,22.7,0.889,2026-03-30 12:00:00
7236,25,11.51,20.8,0.898,2026-03-30 18:00:00
7237,29,59.93,18.5,1.095,2026-03-30 00:00:00
7238,29,57.69,18.7,1.192,2026-03-30 06:00:00
7239,29,54.65,22.3,1.113,2026-03-30 12:00:00
7240,29,57.03,21.7,1.187,2026-03-30 18:00:00
7241,1,40.75,25.4,1.099,2026-03-31 00:00:00
7242,1,40.13,27.4,1.011,2026-03-31 06:00:00
7243,1,37.19,29.6,1.139,2026-03-31 12:00:00
7244,1,39.39,28.9,1.028,2026-03-31 18:00:00
7245,5,50.46,25.1,1.177,2026-03-31 00:00:00
7246,5,50.52,27.4,1.094,2026-03-31 06:00:00
7247,5,47.21,31.2,1.067,2026-03-31 12:00:00
7248,5,50.06,29.0,1.117,2026-03-31 18:00:00
7249,7,55.67,26.0,1.078,2026-03-31 00:00:00
7250,7,54.68,26.7,1.097,2026-03-31 06:00:00
7251,7,51.78,30.3,1.115,2026-03-31 12:00:00
7252,7,55.23,28.2,1.075,2026-03-31 18:00:00
7253,10,39.02,24.5,0.97,2026-03-31 00:00:00
7254,10,38.24,25.7,1.01,2026-03-31 06:00:00
7255,10,37.54,29.1,1.04,2026-03-31 12:00:00
7256,10,38.03,27.5,1.047,2026-03-31 18:00:00
7257,13,12.13,25.9,0.937,2026-03-31 00:00:00
7258,13,10.0,27.3,0.807,2026-03-31 06:00:00
7259,13,10.0,29.8,0.871,2026-03-31 12:00:00
7260,13,12.49,28.8,0.863,2026-03-31 18:00:00
7261,17,57.12,25.3,1.147,2026-03-31 00:00:00
7262,17,54.03,27.0,1.146,2026-03-31 06:00:00
7263,17,52.73,30.4,1.179,2026-03-31 12:00:00
7264,17,56.22,28.6,1.175,2026-03-31 18:00:00
7265,20,51.64,25.8,1.121,2026-03-31 00:00:00
7266,20,48.83,28.0,0.939,2026-03-31 06:00:00
7267,20,46.99,30.0,1.127,2026-03-31 12:00:00
7268,20,48.94,28.6,1.133,2026-03-31 18:00:00
7269,23,43.19,24.6,1.108,2026-03-31 00:00:00
7270,23,42.08,25.7,1.056,2026-03-31 06:00:00
7271,23,39.35,30.0,1.059,2026-03-31 12:00:00
7272,23,42.05,28.0,1.147,2026-03-31 18:00:00
7273,25,11.33,25.7,0.883,2026-03-31 00:00:00
7274,25,11.57,26.8,0.884,2026-03-31 06:00:00
7275,25,10.0,30.8,0.829,2026-03-31 12:00:00
7276,25,11.58,27.3,0.948,2026-03-31 18:00:00
7277,29,57.35,23.9,1.171,2026-03-31 00:00:00
7278,29,54.95,24.6,1.181,2026-03-31 06:00:00
7279,29,52.73,29.5,1.147,2026-03-31 12:00:00
7280,29,54.63,27.2,1.116,2026-03-31 18:00:00
7281,1,41.25,28.9,1.017,2026-04-01 00:00:00
7282,1,37.52,30.3,1.043,2026-04-01 06:00:00
7283,1,37.74,32.2,1.072,2026-04-01 12:00:00
7284,1,38.7,31.5,0.994,2026-04-01 18:00:00
7285,5,52.21,29.6,1.169,2026-04-01 00:00:00
7286,5,49.92,29.4,1.109,2026-04-01 06:00:00
7287,5,48.29,34.2,1.145,2026-04-01 12:00:00
7288,5,49.09,32.4,1.048,2026-04-01 18:00:00
7289,7,54.65,28.0,1.174,2026-04-01 00:00:00
7290,7,54.24,28.8,1.095,2026-04-01 06:00:00
7291,7,50.32,32.4,1.015,2026-04-01 12:00:00
7292,7,55.85,30.7,1.191,2026-04-01 18:00:00
7293,10,38.7,31.0,1.05,2026-04-01 00:00:00
7294,10,37.63,31.9,1.061,2026-04-01 06:00:00
7295,10,35.49,34.8,0.975,2026-04-01 12:00:00
7296,10,37.66,33.1,1.054,2026-04-01 18:00:00
7297,13,11.54,27.0,0.831,2026-04-01 00:00:00
7298,13,10.0,29.0,0.746,2026-04-01 06:00:00
7299,13,10.0,33.1,0.854,2026-04-01 12:00:00
7300,13,11.24,30.9,0.79,2026-04-01 18:00:00
7301,17,56.97,30.4,1.153,2026-04-01 00:00:00
7302,17,54.14,28.9,1.161,2026-04-01 06:00:00
7303,17,55.66,33.3,1.117,2026-04-01 12:00:00
7304,17,56.51,31.6,1.012,2026-04-01 18:00:00
7305,20,50.34,30.1,1.156,2026-04-01 00:00:00
7306,20,48.93,30.7,1.125,2026-04-01 06:00:00
7307,20,47.11,33.5,1.019,2026-04-01 12:00:00
7308,20,47.55,33.0,1.066,2026-04-01 18:00:00
7309,23,42.94,29.3,1.103,2026-04-01 00:00:00
7310,23,43.81,31.1,1.062,2026-04-01 06:00:00
7311,23,40.81,34.9,0.975,2026-04-01 12:00:00
7312,23,43.28,32.9,1.119,2026-04-01 18:00:00
7313,25,11.62,29.8,0.918,2026-04-01 00:00:00
7314,25,10.54,30.8,0.868,2026-04-01 06:00:00
7315,25,10.0,33.6,0.79,2026-04-01 12:00:00
7316,25,12.18,32.4,0.702,2026-04-01 18:00:00
7317,29,56.97,28.8,1.202,2026-04-01 00:00:00
7318,29,56.05,30.0,1.192,2026-04-01 06:00:00
7319,29,54.57,32.8,1.097,2026-04-01 12:00:00
7320,29,56.93,31.8,1.243,2026-04-01 18:00:00
7321,1,39.69,22.4,0.973,2026-04-02 00:00:00
7322,1,37.74,23.1,1.057,2026-04-02 06:00:00
7323,1,36.92,26.4,0.965,2026-04-02 12:00:00
7324,1,40.09,26.0,1.066,2026-04-02 18:00:00
7325,5,53.53,23.4,1.038,2026-04-02 00:00:00
7326,5,50.61,23.9,1.068,2026-04-02 06:00:00
7327,5,48.24,27.6,1.139,2026-04-02 12:00:00
7328,5,50.55,26.4,1.114,2026-04-02 18:00:00
7329,7,55.5,24.7,1.164,2026-04-02 00:00:00
7330,7,53.7,25.1,1.146,2026-04-02 06:00:00
7331,7,51.66,27.9,1.169,2026-04-02 12:00:00
7332,7,54.29,26.6,1.155,2026-04-02 18:00:00
7333,10,39.25,22.5,1.053,2026-04-02 00:00:00
7334,10,35.78,22.7,1.073,2026-04-02 06:00:00
7335,10,35.5,25.9,1.017,2026-04-02 12:00:00
7336,10,36.68,25.0,1.033,2026-04-02 18:00:00
7337,13,11.68,22.4,0.873,2026-04-02 00:00:00
7338,13,11.3,24.3,0.858,2026-04-02 06:00:00
7339,13,10.0,26.9,0.918,2026-04-02 12:00:00
7340,13,12.28,26.1,0.792,2026-04-02 18:00:00
7341,17,56.62,23.0,1.202,2026-04-02 00:00:00
7342,17,53.52,23.9,1.043,2026-04-02 06:00:00
7343,17,52.72,27.9,1.134,2026-04-02 12:00:00
7344,17,54.53,25.9,1.111,2026-04-02 18:00:00
7345,20,49.96,23.3,1.205,2026-04-02 00:00:00
7346,20,48.25,24.8,1.004,2026-04-02 06:00:00
7347,20,46.82,27.8,1.118,2026-04-02 12:00:00
7348,20,48.85,25.9,0.989,2026-04-02 18:00:00
7349,23,44.93,22.5,1.08,2026-04-02 00:00:00
7350,23,42.63,23.7,1.117,2026-04-02 06:00:00
7351,23,41.11,28.4,1.081,2026-04-02 12:00:00
7352,23,44.48,26.9,1.042,2026-04-02 18:00:00
7353,25,11.62,21.9,0.921,2026-04-02 00:00:00
7354,25,11.01,22.3,0.943,2026-04-02 06:00:00
7355,25,10.0,26.5,0.902,2026-04-02 12:00:00
7356,25,12.69,24.9,0.874,2026-04-02 18:00:00
7357,29,57.7,23.9,1.076,2026-04-02 00:00:00
7358,29,55.64,24.7,1.065,2026-04-02 06:00:00
7359,29,55.49,28.6,1.158,2026-04-02 12:00:00
7360,29,58.19,26.3,1.143,2026-04-02 18:00:00
7361,1,41.18,25.5,1.071,2026-04-03 00:00:00
7362,1,38.16,27.5,1.019,2026-04-03 06:00:00
7363,1,37.04,29.8,1.001,2026-04-03 12:00:00
7364,1,38.79,29.5,0.923,2026-04-03 18:00:00
7365,5,50.62,25.0,0.987,2026-04-03 00:00:00
7366,5,49.28,26.6,1.083,2026-04-03 06:00:00
7367,5,47.69,29.8,1.176,2026-04-03 12:00:00
7368,5,49.96,29.4,1.016,2026-04-03 18:00:00
7369,7,54.2,25.8,1.158,2026-04-03 00:00:00
7370,7,54.37,26.1,1.071,2026-04-03 06:00:00
7371,7,52.13,29.2,1.075,2026-04-03 12:00:00
7372,7,55.68,27.5,1.168,2026-04-03 18:00:00
7373,10,37.79,25.9,1.029,2026-04-03 00:00:00
7374,10,36.49,27.7,1.018,2026-04-03 06:00:00
7375,10,34.86,31.2,1.09,2026-04-03 12:00:00
7376,10,37.89,30.5,1.022,2026-04-03 18:00:00
7377,13,11.09,26.3,0.852,2026-04-03 00:00:00
7378,13,12.27,27.5,0.953,2026-04-03 06:00:00
7379,13,10.0,30.8,0.838,2026-04-03 12:00:00
7380,13,10.0,28.9,0.893,2026-04-03 18:00:00
7381,17,58.12,24.9,1.167,2026-04-03 00:00:00
7382,17,56.82,27.7,1.116,2026-04-03 06:00:00
7383,17,54.36,31.0,1.146,2026-04-03 12:00:00
7384,17,57.27,28.8,1.163,2026-04-03 18:00:00
7385,20,49.81,25.9,1.201,2026-04-03 00:00:00
7386,20,46.85,27.6,1.068,2026-04-03 06:00:00
7387,20,47.26,30.6,1.162,2026-04-03 12:00:00
7388,20,48.41,28.5,1.088,2026-04-03 18:00:00
7389,23,38.93,25.4,0.955,2026-04-03 00:00:00
7390,23,38.54,27.1,0.999,2026-04-03 06:00:00
7391,23,36.4,30.1,1.025,2026-04-03 12:00:00
7392,23,39.63,29.1,1.151,2026-04-03 18:00:00
7393,25,11.68,25.6,0.843,2026-04-03 00:00:00
7394,25,10.31,26.8,0.992,2026-04-03 06:00:00
7395,25,10.0,31.6,0.935,2026-04-03 12:00:00
7396,25,10.38,29.1,0.841,2026-04-03 18:00:00
7397,29,56.88,26.1,1.154,2026-04-03 00:00:00
7398,29,55.04,27.3,1.117,2026-04-03 06:00:00
7399,29,54.2,29.5,1.158,2026-04-03 12:00:00
7400,29,55.98,28.6,1.118,2026-04-03 18:00:00
7401,1,40.48,20.0,1.016,2026-04-04 00:00:00
7402,1,39.1,21.3,0.99,2026-04-04 06:00:00
7403,1,37.43,25.4,1.012,2026-04-04 12:00:00
7404,1,39.98,23.2,1.16,2026-04-04 18:00:00
7405,5,52.13,21.0,1.134,2026-04-04 00:00:00
7406,5,50.68,21.2,1.211,2026-04-04 06:00:00
7407,5,46.15,24.6,1.01,2026-04-04 12:00:00
7408,5,51.94,23.5,1.064,2026-04-04 18:00:00
7409,7,56.23,19.8,1.214,2026-04-04 00:00:00
7410,7,55.11,20.3,1.121,2026-04-04 06:00:00
7411,7,51.56,25.4,1.087,2026-04-04 12:00:00
7412,7,53.88,23.1,1.203,2026-04-04 18:00:00
7413,10,39.55,20.4,1.045,2026-04-04 00:00:00
7414,10,36.65,21.9,1.087,2026-04-04 06:00:00
7415,10,33.85,26.0,0.889,2026-04-04 12:00:00
7416,10,36.85,24.2,0.956,2026-04-04 18:00:00
7417,13,12.33,22.5,0.852,2026-04-04 00:00:00
7418,13,10.62,23.3,0.792,2026-04-04 06:00:00
7419,13,10.0,26.3,0.782,2026-04-04 12:00:00
7420,13,11.04,25.6,0.868,2026-04-04 18:00:00
7421,17,57.43,18.6,1.064,2026-04-04 00:00:00
7422,17,54.47,20.1,1.132,2026-04-04 06:00:00
7423,17,51.87,23.0,1.149,2026-04-04 12:00:00
7424,17,55.09,22.8,1.135,2026-04-04 18:00:00
7425,20,50.29,19.3,1.109,2026-04-04 00:00:00
7426,20,50.15,20.5,1.152,2026-04-04 06:00:00
7427,20,46.53,24.2,1.085,2026-04-04 12:00:00
7428,20,49.39,22.5,1.169,2026-04-04 18:00:00
7429,23,41.85,20.4,1.158,2026-04-04 00:00:00
7430,23,39.6,21.4,1.075,2026-04-04 06:00:00
7431,23,38.49,25.0,1.007,2026-04-04 12:00:00
7432,23,40.77,24.3,1.023,2026-04-04 18:00:00
7433,25,11.49,20.7,0.856,2026-04-04 00:00:00
7434,25,11.16,21.1,0.792,2026-04-04 06:00:00
7435,25,10.0,25.1,0.921,2026-04-04 12:00:00
7436,25,10.5,24.2,0.809,2026-04-04 18:00:00
7437,29,59.61,20.6,1.149,2026-04-04 00:00:00
7438,29,58.09,21.6,1.148,2026-04-04 06:00:00
7439,29,55.05,24.7,1.172,2026-04-04 12:00:00
7440,29,58.32,24.0,1.171,2026-04-04 18:00:00
7441,1,38.88,26.0,1.087,2026-04-05 00:00:00
7442,1,38.48,27.2,1.102,2026-04-05 06:00:00
